Luke source,flag,fielding.start,fielding.end,pollster,source,interview.mode,publisher,publication.date,sample,DKrefused.reported,DKrefused.combined,DK.reported,DK,refused.reported,refused,Coalition.TPP.reported,Labor.TPP.reported,Coalition.TPP.previouselectionallocation,Labor.TPP.previouselectionallocation,Coalition.TPP.voterallocation,Labor.TPP.voterallocation,Coalition.total.primary,Liberal.primary,National.primary,Labor.primary,Green.primary,FamilyFirst.primary,Democrats.primary,OneNation.primary,XenophonCentreAlliance.primary,UAP.PUP.primary,KattersAustraliaParty.primary,Independent.primary,Other.primary,undecided.primary,sampleSize.published
,FALSE,2/5/08,4/5/08,Newspoll,http://www.newspoll.com.au/image_uploads/0502%20Fed%2006-05-08.pdf,phone,,,880.5,,7,,5,,2,43,57,,,,,37,33,4,47,9,0,0,0,,,,,7,,1131
,FALSE,16/5/08,18/5/08,Newspoll,http://www.newspoll.com.au/image_uploads/0506%20Fed%2020-05-08.pdf,phone ,,,905.5,,6,,4,,2,43,57,,,,,37,34,3,47,9,0,0,0,,,,,7,,1141
,FALSE,30/5/08,1/6/08,Newspoll,http://www.newspoll.com.au/image_uploads/0510%20Fed%2003-06-08.pdf,phone ,,,1048,,4,,3,,1,43,57,,,,,37,33,4,46,10,0,0,0,,,,,7,,1140
,FALSE,13/6/08,15/6/08,Newspoll,http://www.newspoll.com.au/image_uploads/0603%20Fed%2016-06-08.pdf,phone,,,904,,5,,4,,1,41,59,,,,,33,29,4,46,12,0,0,0,,,,,8,,1144
,FALSE,27/6/08,29/6/08,Newspoll,http://www.newspoll.com.au/image_uploads/0608%20Fed%201-7-08.pdf,phone,,,1000,,6,,4,,2,45,55,,,,,39,34,5,44,10,0,0,0,,,,,7,,1137
,FALSE,11/7/08,13/7/08,Newspoll,http://www.newspoll.com.au/image_uploads/0704%20Fed%2015-07-08.pdf,phone,,,988.5,,5,,3,,2,45,55,,,,,38,33,5,43,11,0,0,0,,,,,8,,1137
,FALSE,25/7/08,27/7/08,Newspoll,http://www.newspoll.com.au/image_uploads/0708%20Fed%2029-07-08.pdf,phone,,,942.5,,6,,4,,2,44,56,,,,,37,33,4,47,11,0,0,0,,,,,6,,1146
,FALSE,8/8/08,10/8/08,Newspoll,http://www.newspoll.com.au/image_uploads/0803%20Fed%2012-08-08.pdf,phone,,,910,,5,,4,,1,43,57,,,,,38,33,5,47,9,0,0,0,,,,,6,,1140
,FALSE,22/8/08,24/8/08,Newspoll,http://www.newspoll.com.au/image_uploads/0807%20Fed%2026-8-08.pdf,phone ,,,940.5,,7,,5,,2,44,56,,,,,38,34,4,45,8,0,0,0,,,,,9,,1136
,FALSE,5/9/08,7/9/08,Newspoll,http://www.newspoll.com.au/image_uploads/0902%20Fed%2009-09-08.pdf,phone,,,922.5,,6,,5,,1,44,56,,,,,37,34,3,44,11,0,0,0,,,,,8,,1138
,FALSE,19/9/08,21/9/08,Newspoll,http://www.newspoll.com.au/image_uploads/0906%20Fed%2022-09-08.pdf,phone,,,957.5,,6,,4,,2,45,55,,,,,38,34,4,42,10,0,0,0,,,,,10,,1148
,FALSE,10/10/08,12/10/08,Newspoll,http://www.newspoll.com.au/image_uploads/1002%20Fed%2014-10-08.pdf,phone ,,,968.5,,4,,3,,1,45,55,,,,,38,34,4,41,13,0,0,0,,,,,8,,1149
,FALSE,24/10/08,26/10/08,Newspoll,http://www.newspoll.com.au/image_uploads/1006%20Fed%20&%20Economy%2028-10-08.pdf,phone,,,944.5,,7,,5,,2,46,54,,,,,39,36,3,44,9,0,0,0,,,,,8,,1144
,FALSE,7/11/08,9/11/08,Newspoll,http://www.newspoll.com.au/image_uploads/1102%20Fed%2011-11-2008.pdf,phone,,,950,,6,,5,,1,45,55,,,,,38,35,3,44,9,0,0,0,,,,,9,,1146
,FALSE,21/11/08,23/11/08,Newspoll,http://www.newspoll.com.au/image_uploads/1106%20Fed%2024-11-08.pdf,phone ,,,925.5,,6,,4,,2,45,55,,,,,38,33,5,42,11,0,0,0,,,,,9,,1159
,FALSE,5/12/08,7/12/08,Newspoll,http://www.newspoll.com.au/image_uploads/1201%20Fed%20&%20Treasurer%2009-12-2008.pdf,phone ,,,925,,6,,5,,1,41,59,,,,,35,32,3,48,10,0,0,0,,,,,7,,1138
,FALSE,16/1/09,18/1/09,Newspoll,http://www.newspoll.com.au/image_uploads/0103%20Fed%2020-01-09.pdf,phone,,,873.5,,7,,5,,2,46,54,,,,,39,35,4,43,10,0,0,0,,,,,9,,1152
,FALSE,6/2/09,8/2/09,Newspoll,http://www.newspoll.com.au/image_uploads/0202%20Fed%2009-02-09.pdf,phone,,,1053,,7,,5,,2,42,58,,,,,36,32,4,48,8,0,0,0,,,,,8,,1133
,FALSE,20/2/09,22/2/09,Newspoll,http://www.newspoll.com.au/image_uploads/0206%20Fed%2024-02-09.pdf,phone,,,956,,7,,5,,2,42,58,,,,,36,33,3,47,9,0,0,0,,,,,8,,1136
,FALSE,6/3/09,8/3/09,Newspoll,http://www.newspoll.com.au/image_uploads/0302%20Fed%20&%20Leadership.pdf,phone,,,891.5,,7,,5,,2,44,56,,,,,36,32,4,44,10,0,0,0,,,,,10,,1152
,FALSE,20/3/09,22/3/09,Newspoll,http://www.newspoll.com.au/image_uploads/0306%20Fed%20&%20Best%20Leader%2025-03-09.pdf,phone,,,962,,6,,4,,2,44,56,,,,,37,32,5,45,8,0,0,0,,,,,10,,1201
,FALSE,3/4/09,5/4/09,Newspoll,http://www.newspoll.com.au/image_uploads/0401%20Fed.pdf,phone ,,,968,,6,,4,,2,42,58,,,,,36,32,4,47,9,0,0,0,,,,,8,,1158
,FALSE,17/4/09,19/4/09,Newspoll,http://www.newspoll.com.au/image_uploads/0404%20Fed%2021-4-09.pdf,phone ,,,959,,6,,4,,2,42,58,,,,,37,33,4,47,9,0,0,0,,,,,7,,1142
,FALSE,1/5/09,3/5/09,Newspoll,http://www.newspoll.com.au/image_uploads/0502%20Fed.pdf,phone,,,930,,6,,4,,2,45,55,,,,,38,35,3,42,11,0,0,0,,,,,9,,1160
,FALSE,15/5/09,17/5/09,Newspoll,http://www.newspoll.com.au/image_uploads/0506%20Fed%2019-5-09.pdf,phone,,,928,,6,,4,,2,44,56,,,,,37,34,3,46,9,0,0,0,,,,,8,,1155
,FALSE,29/5/09,31/5/09,Newspoll,http://www.newspoll.com.au/image_uploads/0510%20Fed.pdf,phone,,,1034,,7,,5,,2,45,55,,,,,38,35,3,43,10,0,0,0,,,,,9,,1153
,FALSE,12/6/09,14/6/09,Newspoll,http://www.newspoll.com.au/image_uploads/0603%20Fed.pdf,phone,,,1011.5,,6,,4,,2,45,55,,,,,40,36,4,41,11,0,0,0,,,,,8,,1148
,FALSE,26/6/09,28/6/09,Newspoll,http://www.newspoll.com.au/image_uploads/0607%20Fed.pdf,phone,,,923.5,,7,,4,,3,44,56,,,,,37,32,5,44,10,0,0,0,,,,,9,,1156
,FALSE,10/7/09,12/7/09,Newspoll,http://www.newspoll.com.au/image_uploads/0703%20Fed%20&%20Leadership.pdf,phone,,,944,,6,,4,,2,45,55,,,,,39,34,5,43,11,0,0,0,,,,,7,,1132
,FALSE,24/7/09,26/7/09,Newspoll,http://www.newspoll.com.au/image_uploads/0707%20Fed.pdf,phone,,,951,,8,,6,,2,43,57,,,,,38,34,4,46,9,0,0,0,,,,,7,,1156
,FALSE,7/8/09,9/8/09,Newspoll,http://polling.newspoll.com.au/image_uploads/0803%20Fed%2010_08_2009.pdf,phone,,,949.5,,5,,4,,1,43,57,,,,,37,33,4,45,10,0,0,0,,,,,8,,1149
,FALSE,21/8/09,23/8/09,Newspoll,http://polling.newspoll.com.au/image_uploads/090807%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,953,,5,,3,,2,45,55,,,,,38,34,4,44,9,0,0,0,,,,,9,,1151
,FALSE,4/9/09,6/9/09,Newspoll,http://polling.newspoll.com.au/image_uploads/090902%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,959,,6,,5,,1,45,55,,,,,39,35,4,44,10,0,0,0,,,,,7,,1141
,FALSE,18/9/09,20/9/09,Newspoll,http://polling.newspoll.com.au/image_uploads/090906%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,946,,7,,5,,2,45,55,,,,,38,33,5,43,11,0,0,0,,,,,8,,1150
,FALSE,28/9/09,1/10/09,Newspoll,http://polling.newspoll.com.au/image_uploads/090909%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,952,,6,,4,,2,42,58,,,,,35,31,4,46,10,0,0,0,,,,,9,,1147
,FALSE,9/10/09,11/10/09,Newspoll,http://polling.newspoll.com.au/image_uploads/091002%20Federal%20Voting%20Intention%20+%20Best%20Leader.pdf,phone,,,926.5,,6.1,,5.1,,1,42,58,,,,,36,32,4,47,10,0,0,0,,,,,7,,1153
,FALSE,16/10/09,18/10/09,Newspoll,http://polling.newspoll.com.au/image_uploads/091005%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,938,,4,,3,,1,41,59,,,,,34,30,4,48,10,0,0,0,,,,,8,,1144
,FALSE,30/10/09,1/11/09,Newspoll,http://polling.newspoll.com.au/image_uploads/091009%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,916,,7,,5,,2,48,52,,,,,41,36,5,41,10,0,0,0,,,,,8,,1149
,FALSE,13/11/09,15/11/09,Newspoll,http://polling.newspoll.com.au/image_uploads/091105%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,996,,4,,3,,1,44,56,,,,,37,33,4,43,11,0,0,0,,,,,9,,1162
,FALSE,27/11/09,29/11/09,Newspoll,http://polling.newspoll.com.au/image_uploads/091109%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings%20+%20CPRS%20+%20Best%20Leader.pdf,phone,,,896,,3.7,,2.7,,1,43,57,,,,,35,30,5,43,12,0,0,0,,,,,10,,1152
,FALSE,4/12/09,6/12/09,Newspoll,http://polling.newspoll.com.au/image_uploads/091201%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings%20+%20Best%20Leader.pdf,phone,,,899.5,,6,,5,,1,44,56,,,,,38,34,4,43,11,0,0,0,,,,,8,,1152
,FALSE,15/1/10,17/1/10,Newspoll,http://polling.newspoll.com.au/image_uploads/100103%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,949.5,,7,,5,,2,46,54,,,,,38,34,4,40,12,0,0,0,,,,,10,,1144
,FALSE,29/1/10,31/1/10,Newspoll,http://polling.newspoll.com.au/image_uploads/100106%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,898.5,,5,,4,,1,48,52,,,,,41,37,4,40,12,0,0,0,,,,,7,,1146
,FALSE,12/2/10,14/2/10,Newspoll,http://polling.newspoll.com.au/image_uploads/100204%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings%20+%20Best%20Leader.pdf,phone,,,972.5,,7,,5,,2,47,53,,,,,40,36,4,39,12,0,0,0,,,,,9,,1151
,FALSE,26/2/10,28/2/10,Newspoll,http://polling.newspoll.com.au/image_uploads/100208%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,953,,7,,5,,2,48,52,,,,,41,37,4,40,9,0,0,0,,,,,10,,1162
,FALSE,12/3/10,14/3/10,Newspoll,http://polling.newspoll.com.au/image_uploads/100304%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,939.5,,8,,6,,2,48,52,,,,,41,37,4,39,11,0,0,0,,,,,9,,1143
,FALSE,26/3/10,28/3/10,Newspoll,"http://polling.newspoll.com.au/image_uploads/100308%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings,%20&%20Issues%20(Health%20&%20Medicare,%20The%20Economy).pdf",phone,,,926,,9,,6,,3,44,56,,,,,38,35,3,43,12,0,0,0,,,,,7,,1141
,FALSE,16/4/10,18/4/10,Newspoll,"http://polling.newspoll.com.au/image_uploads/100404%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings,%20Asylum%20Seekers%20&%20Health.pdf",phone,,,1150,,7,,5,,2,46,54,,,,,40,37,3,43,10,0,0,0,,,,,7,,1150
,FALSE,30/4/10,2/5/10,Newspoll,http://polling.newspoll.com.au/image_uploads/100502%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings%20+%20Personalities%20+%20Issues.pdf,phone,,,1201,,7,,6,,1,51,49,,,,,43,38,5,35,10,0,0,0,,,,,12,,1201
,FALSE,14/5/10,16/5/10,Newspoll,http://polling.newspoll.com.au/image_uploads/100506%20Federal%20Voting%20Intention%20%20Leaders%20Ratings%20+%20Best%20Leader.pdf,phone,,,1159,,7,,5,,2,50,50,,,,,43,40,3,37,12,0,0,0,,,,,8,,1159
,FALSE,28/5/10,30/5/10,Newspoll,http://polling.newspoll.com.au/image_uploads/100510%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1149,,8,,7,,1,49,51,,,,,41,38,3,35,16,0,0,0,,,,,8,,1149
,FALSE,18/6/10,20/6/10,Newspoll,http://polling.newspoll.com.au/image_uploads/100605%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1147,,5,,3,,2,48,52,,,,,40,36,4,35,15,0,0,0,,,,,10,,1147
,FALSE,25/6/10,27/6/10,Newspoll,http://polling.newspoll.com.au/image_uploads/100608%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1142,,5,,4,,1,47,53,,,,,40,37,3,42,10,0,0,0,,,,,8,,1142
,FALSE,16/7/10,18/7/10,Newspoll,http://polling.newspoll.com.au/image_uploads/100705%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1140,,6,,4,,2,45,55,,,,,38,34,4,42,12,0,0,0,,,,,8,,1140
,FALSE,23/7/10,25/7/10,Newspoll,http://polling.newspoll.com.au/image_uploads/100707%20Fed%20voting&%20leaders%20&%20vot%20comm%20&%20party%20to%20win.pdf,phone,,,1720,,6,,4,,2,48,52,,,,,42,FALSE,FALSE,40,12,0,0,0,,,,,6,,1720
,FALSE,6/8/10,8/8/10,Newspoll,http://polling.newspoll.com.au/image_uploads/100802%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings%20+%20Vot%20Comm%20+%20Party%20to%20win.pdf,phone,,,1712,,5,,4,,1,48,52,,,,,42,FALSE,FALSE,38,13,0,0,0,,,,,7,,1712
,FALSE,13/8/10,15/8/10,Newspoll,http://polling.newspoll.com.au/image_uploads/100804%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings%20+%20Vot%20Comm%20+%20Party%20to%20win.pdf,phone,,,1694,,6,,5,,1,48,52,,,,,41,FALSE,FALSE,38,14,0,0,0,,,,,7,,1694
,FALSE,17/8/10,19/8/10,Newspoll,http://polling.newspoll.com.au/image_uploads/100825%20Final%20Poll.pdf,phone,,,2507,,2.4,,2,,0.4,49.8,50.2,,,,,43.4,FALSE,FALSE,36.2,13.9,0,0,0,,,,,6.5,,2507
,FALSE,10/9/10,12/9/10,Newspoll,http://polling.newspoll.com.au/image_uploads/100904%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings%20+%20New%20Government.pdf,phone,,,1153,,4,,3,,1,50,50,,,,,41,FALSE,FALSE,34,14,0,0,0,,,,,11,,1153
,FALSE,8/10/10,10/10/10,Newspoll,http://polling.newspoll.com.au/image_uploads/101002%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1141,,4,,3,,1,50,50,,,,,42,FALSE,FALSE,35,14,0,0,0,,,,,9,,1141
,FALSE,22/10/10,24/10/10,Newspoll,http://polling.newspoll.com.au/image_uploads/101006%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1150,,5,,4,,1,52,48,,,,,43,FALSE,FALSE,33,14,0,0,0,,,,,10,,1150
,FALSE,5/11/10,7/11/10,Newspoll,http://polling.newspoll.com.au/image_uploads/101103%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1141,,5,,4,,1,52,48,,,,,43,FALSE,FALSE,34,13,0,0,0,,,,,10,,1141
,FALSE,19/11/10,21/11/10,Newspoll,http://polling.newspoll.com.au/image_uploads/101107%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1132,,6,,3,,3,48,52,,,,,39,FALSE,FALSE,36,14,0,0,0,,,,,11,,1132
,FALSE,3/12/10,5/12/10,Newspoll,http://newspoll.com.au/image_uploads/101201%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1123,,5,,3,,2,50,50,,,,,34,FALSE,FALSE,41,14,0,0,0,,,,,11,,1123
,FALSE,4/2/11,6/2/11,Newspoll,http://polling.newspoll.com.au/image_uploads/110202%20Fed%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1140,,5,,4,,1,52,48,,,,,44,FALSE,FALSE,32,14,0,0,0,,,,,10,,1140
,FALSE,18/2/11,20/2/11,Newspoll,http://newspoll.com.au/image_uploads/110206%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1133,,7,,5,,2,50,50,,,,,41,FALSE,FALSE,36,13,0,0,0,,,,,10,,1133
,FALSE,4/3/11,6/3/11,Newspoll,http://newspoll.com.au/image_uploads/110302%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1122,,6,,4,,2,54,46,,,,,45,FALSE,FALSE,30,15,0,0,0,,,,,10,,1122
,FALSE,18/3/11,20/3/11,Newspoll,http://polling.newspoll.com.au/image_uploads/110306%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1134,,7,,5,,2,49,51,,,,,40,FALSE,FALSE,36,12,0,0,0,,,,,12,,1134
,FALSE,1/4/11,3/4/11,Newspoll,http://polling.newspoll.com.au/image_uploads/110402%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1133,,6,,4,,2,55,45,,,,,45,FALSE,FALSE,32,12,0,0,0,,,,,12,,1133
,FALSE,29/4/11,1/5/11,Newspoll,http://polling.newspoll.com.au/image_uploads/110408%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1146,,6,,5,,1,53,47,,,,,44,FALSE,FALSE,33,12,0,0,0,,,,,11,,1146
,FALSE,13/5/11,15/5/11,Newspoll,http://polling.newspoll.com.au/image_uploads/110504%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1139,,7,,5,,2,54,46,,,,,46,FALSE,FALSE,33,10,0,0,0,,,,,11,,1139
,FALSE,27/5/11,29/5/11,Newspoll,http://polling.newspoll.com.au/image_uploads/110508%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1128,,8,,6,,2,52,48,,,,,44,FALSE,FALSE,34,14,0,0,0,,,,,8,,1128
,FALSE,10/6/11,12/6/11,Newspoll,http://polling.newspoll.com.au/image_uploads/110604%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1150,,7,,5,,2,55,45,,,,,46,FALSE,FALSE,31,11,0,0,0,,,,,12,,1150
,FALSE,24/6/11,26/6/11,Newspoll,http://polling.newspoll.com.au/image_uploads/110608%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1158,,5,,4,,1,55,45,,,,,46,FALSE,FALSE,30,11,0,0,0,,,,,13,,1158
,FALSE,8/7/11,10/7/11,Newspoll,http://polling.newspoll.com.au/image_uploads/110703%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1142,,6,,5,,1,58,42,,,,,49,FALSE,FALSE,27,12,0,0,0,,,,,12,,1142
,FALSE,22/7/11,24/7/11,Newspoll,http://polling.newspoll.com.au/image_uploads/110707%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1155,,7,,5,,2,56,44,,,,,47,FALSE,FALSE,29,13,0,0,0,,,,,11,,1155
,FALSE,5/8/11,7/8/11,Newspoll,http://polling.newspoll.com.au/image_uploads/110802%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1144,,6,,5,,1,56,44,,,,,47,FALSE,FALSE,29,12,0,0,0,,,,,12,,1144
,FALSE,19/8/11,21/8/11,Newspoll,http://polling.newspoll.com.au/image_uploads/110806%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1147,,7,,5,,2,57,43,,,,,47,FALSE,FALSE,27,14,0,0,0,,,,,12,,1147
,FALSE,2/9/11,4/9/11,Newspoll,http://polling.newspoll.com.au/image_uploads/110902%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1152,,8,,7,,1,59,41,,,,,50,FALSE,FALSE,27,12,0,0,0,,,,,11,,1152
,FALSE,16/9/11,18/9/11,Newspoll,http://polling.newspoll.com.au/image_uploads/110906%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1141,,7,,6,,1,58,42,,,,,48,FALSE,FALSE,26,13,0,0,0,,,,,13,,1141
,FALSE,7/10/11,9/10/11,Newspoll,http://polling.newspoll.com.au/image_uploads/111002%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1146,,9,,8,,1,57,43,,,,,49,FALSE,FALSE,29,12,0,0,0,,,,,10,,1146
,FALSE,21/10/11,23/10/11,Newspoll,http://polling.newspoll.com.au/image_uploads/111006%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1154,,8,,6,,2,54,46,,,,,45,FALSE,FALSE,29,15,0,0,0,,,,,11,,1154
,FALSE,3/11/11,6/11/11,Newspoll,http://polling.newspoll.com.au/image_uploads/111103%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1158,,4,,3,,1,53,47,,,,,44,FALSE,FALSE,32,12,0,0,0,,,,,12,,1158
,FALSE,18/11/11,20/11/11,Newspoll,http://polling.newspoll.com.au/image_uploads/111107%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1143,,8,,6,,2,57,43,,,,,48,FALSE,FALSE,30,10,0,0,0,,,,,12,,1143
,FALSE,2/12/11,4/12/11,Newspoll,http://polling.newspoll.com.au/image_uploads/111201%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1153,,8,,6,,2,54,46,,,,,44,FALSE,FALSE,31,13,0,0,0,,,,,12,,1153
,FALSE,27/1/12,29/1/12,Newspoll,http://polling.newspoll.com.au/image_uploads/120104%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1139,,9,,6,,3,54,46,,,,,45,FALSE,FALSE,30,12,0,0,0,,,,,13,,1139
,FALSE,10/2/12,12/2/12,Newspoll,http://polling.newspoll.com.au/image_uploads/120204%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1141,,8,,6,,2,55,45,,,,,46,FALSE,FALSE,32,11,0,0,0,,,,,11,,1141
,FALSE,23/2/12,26/2/12,Newspoll,http://polling.newspoll.com.au/image_uploads/120208%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings%20+%20Better%20PM%20+%20Better%20Leader%20of%20Labor%20Party.pdf,phone,,,1152,,8,,7,,1,53,47,,,,,45,FALSE,FALSE,35,11,0,0,0,,,,,9,,1152
,FALSE,9/3/12,11/3/12,Newspoll,http://polling.newspoll.com.au/image_uploads/120303%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1153,,8,,6,,2,53,47,,,,,43,FALSE,FALSE,31,12,0,0,0,,,,,14,,1153
,FALSE,23/3/12,25/3/12,Newspoll,http://polling.newspoll.com.au/image_uploads/120307%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,925,,8,,6,,2,57,43,,,,,47,FALSE,FALSE,28,11,0,0,0,,,,,14,,925
,FALSE,13/4/12,15/4/12,Newspoll,http://polling.newspoll.com.au/image_uploads/120401%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1151,,8,,6,,2,56,44,,,,,48,FALSE,FALSE,29,12,0,0,0,,,,,11,,1151
,FALSE,27/4/12,29/4/12,Newspoll,http://polling.newspoll.com.au/image_uploads/120405%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1148,,9.5,,7,,2.5,59,41,,,,,51,FALSE,FALSE,27,11,0,0,0,,,,,11,,1148
,FALSE,11/5/12,13/5/12,Newspoll,http://polling.newspoll.com.au/image_uploads/120504%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1141,,8,,6,,2,55,45,,,,,45,FALSE,FALSE,30,12,0,0,0,,,,,13,,1141
,FALSE,25/5/12,27/5/12,Newspoll,http://polling.newspoll.com.au/image_uploads/120507%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1152,,9,,6,,3,54,46,,,,,46,FALSE,FALSE,32,12,0,0,0,,,,,10,,1152
,FALSE,7/6/12,10/6/12,Newspoll,http://polling.newspoll.com.au/image_uploads/120604%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1146,,7,,6,,1,54,46,,,,,44,FALSE,FALSE,31,14,0,0,0,,,,,11,,1146
,FALSE,22/6/12,24/6/12,Newspoll,http://polling.newspoll.com.au/image_uploads/120608%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1146,,8,,6,,2,55,45,,,,,46,FALSE,FALSE,30,12,0,0,0,,,,,12,,1146
,FALSE,6/7/12,8/7/12,Newspoll,http://polling.newspoll.com.au/image_uploads/120701%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1141,,11,,8,,3,56,44,,,,,48,FALSE,FALSE,31,11,0,0,0,,,,,10,,1141
,FALSE,20/7/12,22/7/12,Newspoll,http://polling.newspoll.com.au/image_uploads/120705%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1158,,9,,7,,2,56,44,,,,,46,FALSE,FALSE,28,11,0,0,0,,,,,15,,1158
,FALSE,3/8/12,5/8/12,Newspoll,http://polling.newspoll.com.au/image_uploads/120801%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1141,,9,,7,,2,54,46,,,,,45,FALSE,FALSE,33,10,0,0,0,,,,,12,,1141
,FALSE,17/8/12,19/8/12,Newspoll,http://polling.newspoll.com.au/image_uploads/120805%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1129,,11,,9,,2,53,47,,,,,45,FALSE,FALSE,35,11,0,0,0,,,,,9,,1129
,FALSE,31/8/12,2/9/12,Newspoll,http://polling.newspoll.com.au/image_uploads/120901%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1151,,9,,7,,2,55,45,,,,,46,FALSE,FALSE,33,8,0,0,0,,,,,13,,1151
,FALSE,14/9/12,16/9/12,Newspoll,http://polling.newspoll.com.au/image_uploads/120905%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1166,,8,,6,,2,50,50,,,,,41,FALSE,FALSE,36,12,0,0,0,,,,,11,,1166
,FALSE,5/10/12,7/10/12,Newspoll,http://polling.newspoll.com.au/image_uploads/121002%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1168,,9,,7,,2,54,46,,,,,45,FALSE,FALSE,33,10,0,0,0,,,,,12,,1168
,FALSE,26/10/12,28/10/12,Newspoll,http://polling.newspoll.com.au/image_uploads/121007%20Federal%20Voting%20Intention%20&%20Leaders%20Ratings.pdf,phone,,,1176,,7,,6,,1,50,50,,,,,41,FALSE,FALSE,36,10,0,0,0,,,,,13,,1176
